CarID,Listed_Date,Make,Model,Year,Vehicle_Type,Size,Color,Transmission,Fuel_Type,Drive,Cylinders,Odometer,Condition,Title_Status,State,Region
368901,2021-05-01T10:14:57-0400,lexus,rx 400h,2006,SUV,mid-size,green,automatic,hybrid,fwd,6,95000,excellent,clean,ga,atlanta
1126989,2021-05-01T11:55:43-0500,audi,a4,2013,sedan,mid-size,black,automatic,gas,4wd,4,107000,excellent,clean,tx,houston
361317,2021-04-06T07:37:56-0400,mercedes-benz,clk-class,2009,other,full-size,silver,automatic,gas,rwd,6,20235,excellent,clean,fl,treasure coast
1261614,2021-04-24T21:15:24-0500,volvo,s80 2.5t,2004,sedan,full-size,grey,automatic,gas,fwd,5,138000,excellent,clean,wi,madison
1090761,2021-05-04T11:27:14-0500,nissan,maxima sv,2011,sedan,mid-size,grey,automatic,gas,fwd,6,100321,excellent,clean,tx,austin
493029,2021-05-04T08:52:24-0500,ford,excursion xlt,2001,SUV,full-size,red,automatic,gas,rwd,10,144556,like new,clean,ks,"kansas city, MO"
1097304,2021-04-24T12:11:32-0500,mercedes-benz,benz e320 cdi,2008,sedan,mid-size,black,automatic,diesel,rwd,6,159000,excellent,clean,tx,austin
740679,2021-05-02T20:13:04-0700,ford,f250 super duty,2002,truck,full-size,red,automatic,gas,4wd,8,250000,good,clean,nv,las vegas
354648,2021-04-29T14:00:21-0400,toyota,tacoma 4x4,2014,truck,mid-size,white,manual,gas,4wd,4,44663,excellent,clean,fl,tampa bay area
1259565,2021-05-02T13:14:43-0500,ford,super duty f-350 srw,2008,truck,full-size,green,automatic,diesel,4wd,8,169724,good,clean,wi,madison
528795,2021-04-27T11:46:13-0500,honda,cr-v lx,2011,SUV,full-size,brown,automatic,gas,fwd,4,56280,like new,clean,la,new orleans
529926,2021-04-20T14:49:20-0500,mercedes-benz,benz s600,2005,sedan,full-size,silver,automatic,gas,rwd,12,105000,good,clean,la,new orleans
116691,2021-04-16T12:17:29-0700,nissan,sentra s sedan 4d,2018,sedan,mid-size,white,automatic,gas,fwd,4,75769,like new,clean,ca,modesto
406920,2021-04-12T15:30:49-0700,toyota,tacoma,2000,pickup,compact,white,automatic,gas,4wd,6,394651,fair,clean,id,pullman / moscow
1191720,2021-04-14T18:31:52-0400,ford,super duty f-550 drw,2003,truck,full-size,red,manual,diesel,4wd,8,54703,good,clean,va,richmond
1228737,2021-05-03T11:10:09-0700,ford,fusion sel,2009,sedan,mid-size,silver,automatic,gas,fwd,4,119,good,clean,wa,seattle-tacoma
1225998,2021-05-03T22:44:12-0700,lincoln,town car signature limit,2011,sedan,full-size,black,automatic,gas,rwd,8,250100,good,clean,wa,seattle-tacoma
684570,2021-04-12T23:49:17-0600,subaru,legacy 2.5i limited,2016,sedan,full-size,silver,automatic,gas,4wd,4,45000,like new,rebuilt,mt,kalispell
372243,2021-04-29T08:41:33-0400,ford,crown victoria police inter,2007,sedan,full-size,white,automatic,gas,rwd,8,191000,good,clean,ga,atlanta
1274517,2021-04-16T12:05:25-0500,cadillac,srx,2012,SUV,full-size,silver,automatic,gas,fwd,6,85506,excellent,clean,wi,milwaukee
234120,2021-05-01T07:29:46-0600,toyota,tundra sr5,2006,pickup,full-size,grey,automatic,gas,4wd,8,240000,excellent,clean,co,denver
356364,2021-04-28T08:40:08-0400,toyota,corolla,2009,sedan,full-size,grey,automatic,gas,fwd,4,153000,good,clean,fl,tampa bay area
924123,2021-05-03T12:16:23-0500,toyota,yaris,2008,sedan,sub-compact,blue,automatic,gas,fwd,4,106000,excellent,clean,ok,tulsa
451872,2021-04-29T13:32:19-0400,hyundai,elantra limited sedan 4d,2017,sedan,full-size,white,automatic,gas,fwd,4,78536,like new,clean,in,fort wayne
135582,2021-04-17T16:51:47-0700,gmc,terrain,2020,SUV,full-size,grey,automatic,gas,fwd,4,5000,like new,salvage,ca,palm springs
1103787,2021-04-19T17:07:23-0500,chevrolet,silverado 1500,2005,pickup,full-size,silver,automatic,gas,rwd,6,125000,good,clean,tx,corpus christi
1042038,2021-04-27T17:39:31-0400,ram,1500,2013,truck,full-size,white,automatic,gas,4wd,8,118421,good,clean,sc,greenville / upstate
198879,2021-04-12T14:01:58-0700,infiniti,g 37,2008,coupe,compact,red,automatic,gas,rwd,6,112584,excellent,clean,ca,stockton
554124,2021-04-09T13:25:24-0400,jeep,wrangler,2002,SUV,compact,custom,manual,gas,4wd,4,93000,good,clean,md,frederick
520107,2021-04-17T10:01:53-0400,gmc,yukon xl slt 4x4,2009,SUV,full-size,black,automatic,gas,4wd,8,161275,excellent,clean,ky,louisville
156255,2021-05-03T17:21:46-0700,hyundai,sonata,2017,sedan,full-size,blue,automatic,gas,fwd,4,116000,excellent,clean,ca,sacramento
1065600,2021-04-23T18:06:48-0400,gmc,yukon,2011,SUV,full-size,grey,automatic,gas,4wd,8,137000,like new,clean,tn,knoxville
554085,2021-04-10T13:56:36-0400,nissan,titan,2011,truck,full-size,silver,automatic,gas,rwd,8,149770,good,clean,md,frederick
386484,2021-05-01T08:12:19-1000,acura,rdx,2018,SUV,mid-size,silver,automatic,gas,fwd,4,57500,like new,clean,hi,hawaii
163332,2021-05-04T10:06:49-0700,honda,pilot ex-l 4wd,2009,SUV,full-size,purple,automatic,gas,4wd,6,150000,good,clean,ca,san diego
80739,2021-04-25T14:30:48-0700,bmw,3-series,2010,sedan,compact,white,automatic,gas,rwd,6,109805,excellent,clean,ca,fresno / madera
893436,2021-04-09T12:10:59-0400,buick,verano,2014,sedan,mid-size,black,automatic,gas,fwd,4,60000,good,clean,oh,columbus
46074,2021-04-28T10:28:46-0700,nissan,rouge,2018,SUV,mid-size,white,automatic,gas,rwd,4,127521,good,clean,az,tucson
1041663,2021-04-29T13:14:06-0400,kia,sorento,2015,SUV,mid-size,custom,automatic,gas,fwd,4,51181,like new,clean,sc,greenville / upstate
407832,2021-05-04T09:58:56-0700,ford,f-150 xlt,1998,pickup,full-size,white,automatic,gas,4wd,8,150000,good,clean,id,spokane / coeur d'alene
200214,2021-05-03T08:01:50-0700,honda,civic hybrid,2012,sedan,compact,grey,automatic,hybrid,fwd,4,147000,good,clean,ca,ventura county
851016,2021-05-01T08:51:24-0400,toyota,rav4,2013,SUV,mid-size,silver,automatic,gas,4wd,4,65865,new,clean,nh,new hampshire
748719,2021-05-03T18:02:54-0400,chevrolet,malibu ls,2016,sedan,full-size,black,automatic,gas,fwd,4,92260,excellent,clean,nj,central NJ
508341,2021-04-22T22:48:12-0500,cadillac,dts,2006,sedan,full-size,custom,automatic,gas,fwd,8,100130,like new,clean,ks,wichita
152397,2021-04-22T18:00:06-0700,lexus,ls 400,1996,sedan,full-size,white,automatic,gas,rwd,8,112544,excellent,clean,ca,reno / tahoe
971343,2021-05-03T15:00:19-0700,volvo,s40,2008,sedan,compact,grey,automatic,gas,4wd,5,127000,excellent,clean,or,portland
1003398,2021-04-22T06:29:08-0400,bmw,325ci convertible,2003,convertible,compact,black,manual,gas,rwd,6,58263,like new,clean,pa,philadelphia
470769,2021-04-29T11:25:06-0500,chevrolet,corvette,2003,convertible,mid-size,black,manual,gas,fwd,8,49446,good,clean,ia,des moines
273186,2021-05-04T08:17:35-0400,kia,sorento lx,2016,SUV,full-size,white,automatic,gas,4wd,4,65765,excellent,lien,de,delaware
282726,2021-05-01T13:56:27-0400,jaguar,xk8 convertible,2002,convertible,mid-size,silver,automatic,gas,rwd,8,39950,like new,clean,fl,ft myers / SW florida
143418,2021-04-12T13:53:27-0700,cadillac,escalade,2007,SUV,full-size,blue,automatic,gas,rwd,8,110958,excellent,clean,ca,redding
816825,2021-05-02T13:34:06-0400,chrysler,town and country,2015,van,full-size,grey,automatic,gas,fwd,6,41000,like new,clean,ny,long island
277212,2021-04-28T13:21:41-0400,toyota,sienna xle limited awd,2011,van,mid-size,silver,automatic,gas,4wd,6,181940,like new,clean,fl,daytona beach
1082505,2021-04-23T20:48:26-0500,ford,transit connect,2014,van,full-size,white,automatic,gas,fwd,4,45026,excellent,clean,tn,nashville
12636,2021-04-15T15:28:06-0500,lexus,rx 350,2018,SUV,mid-size,white,automatic,gas,fwd,6,220000,good,clean,al,mobile
716373,2021-04-29T19:08:27-0400,dodge,journey,2015,SUV,mid-size,black,automatic,gas,fwd,4,146516,excellent,clean,nc,hickory / lenoir
749424,2021-05-01T15:08:06-0400,chevrolet,impala,2007,sedan,full-size,blue,automatic,gas,fwd,6,87000,excellent,clean,nj,central NJ
208935,2021-04-17T17:35:04-0700,chevrolet,impala,2008,sedan,mid-size,grey,automatic,gas,fwd,6,126251,good,clean,ca,visalia-tulare
1095417,2021-04-27T16:33:24-0500,honda,s2000,2003,convertible,compact,silver,manual,gas,rwd,4,138000,excellent,clean,tx,austin
1056753,2021-04-16T21:10:03-0400,audi,allroad,2013,wagon,mid-size,grey,automatic,gas,4wd,4,72500,excellent,lien,tn,chattanooga
578235,2021-04-20T12:32:52-0400,ford,f150 4x4,2014,truck,full-size,white,automatic,gas,4wd,8,185210,good,clean,ma,worcester / central MA
825801,2021-05-04T08:02:03-0400,toyota,prius hybrid cab,2016,mini-van,compact,yellow,automatic,hybrid,fwd,4,215000,fair,clean,ny,new york city
328962,2021-04-21T15:29:27-0400,toyota,venza,2009,van,full-size,black,automatic,gas,fwd,4,145678,excellent,clean,fl,sarasota-bradenton
422100,2021-05-03T10:46:11-0500,ford,escape,2008,SUV,mid-size,grey,automatic,gas,4wd,6,116000,excellent,clean,il,chicago
637647,2021-04-23T10:24:16-0500,mazda,cx-5,2018,SUV,mid-size,black,automatic,gas,4wd,4,25946,excellent,clean,mn,fargo / moorhead
884859,2021-04-05T12:30:14-0400,ford,super duty f-350 srw,2008,pickup,full-size,white,automatic,diesel,4wd,8,132000,excellent,clean,oh,cleveland
110697,2021-05-02T10:38:02-0700,subaru,legacy,2009,sedan,mid-size,grey,automatic,gas,4wd,4,156000,good,clean,ca,modesto
455343,2021-04-28T13:06:46-0400,ford,mustang,2017,coupe,mid-size,blue,manual,gas,rwd,8,60777,excellent,clean,in,indianapolis
736638,2021-04-24T14:14:35-0500,toyota,yaris hatchback,2017,hatchback,sub-compact,silver,automatic,gas,fwd,4,47777,good,salvage,ne,lincoln
1106700,2021-05-04T12:31:33-0500,mercedes-benz,c250 sport,2013,sedan,mid-size,blue,automatic,gas,4wd,4,22500,excellent,clean,tx,dallas / fort worth
319329,2021-04-26T14:13:57-0400,chevrolet,silverado 1500,2018,pickup,full-size,white,automatic,gas,rwd,8,35274,like new,clean,fl,orlando
469824,2021-05-02T19:02:15-0500,chevrolet,aveo,2008,sedan,compact,blue,automatic,gas,fwd,4,88000,good,clean,ia,des moines
895839,2021-04-25T20:20:43-0400,honda,civic lx,2013,coupe,compact,black,automatic,gas,fwd,4,81000,excellent,rebuilt,oh,dayton / springfield
452826,2021-04-17T14:03:45-0400,ford,transit 150 cargo van,2017,van,full-size,white,automatic,gas,rwd,6,39665,like new,clean,in,fort wayne
169554,2021-04-30T19:54:59-0700,honda,civic,2016,coupe,compact,black,automatic,gas,fwd,4,48855,like new,clean,ca,san diego
1061820,2021-04-12T15:39:34-0500,chevrolet,cruze,2012,sedan,compact,custom,automatic,gas,fwd,4,166000,fair,clean,tn,jackson
1253253,2021-04-14T11:02:18-0500,ford,f-150,2018,pickup,full-size,black,automatic,gas,4wd,6,37126,excellent,clean,wi,green bay
114033,2021-04-23T14:48:59-0700,honda,pilot touring,2014,SUV,mid-size,grey,automatic,gas,4wd,6,76911,excellent,clean,ca,modesto
707232,2021-04-27T17:18:32-0400,mercedes-benz,benz c300 sport v6,2011,sedan,mid-size,black,automatic,gas,rwd,6,118263,like new,clean,nc,fayetteville
1209006,2021-04-28T21:33:32-0700,cadillac,cts,2011,coupe,compact,black,automatic,gas,rwd,6,100890,good,clean,wa,kennewick-pasco-richland
563382,2021-04-28T15:51:10-0400,audi,q5 3.2 quattro premium,2013,SUV,mid-size,white,automatic,gas,4wd,6,107347,like new,clean,ma,boston
566229,2021-04-20T18:40:52-0400,mercedes-benz,sl-class,2009,convertible,mid-size,black,automatic,gas,rwd,8,29984,excellent,clean,ma,cape cod / islands
454650,2021-05-01T09:27:23-0400,volvo,c70,2010,convertible,mid-size,silver,automatic,gas,fwd,5,93000,excellent,clean,in,indianapolis
1196709,2021-04-09T09:28:28-0400,lexus,rx 330,2005,SUV,full-size,silver,automatic,gas,4wd,6,157870,good,clean,va,roanoke
885201,2021-05-04T20:08:43-0400,ford,f450 deisel powerstroke,2002,pickup,full-size,red,manual,diesel,4wd,8,167000,excellent,lien,oh,columbus
898440,2021-04-11T12:36:20-0400,mercedes-benz,benz sl560,1988,convertible,mid-size,blue,automatic,gas,rwd,8,147974,excellent,clean,oh,dayton / springfield
565206,2021-04-26T19:45:06-0400,honda,odyssey,2007,mini-van,full-size,red,automatic,gas,fwd,6,202152,fair,clean,ma,boston
1019064,2021-04-23T13:49:58-0400,ford,super duty f-450 drw,2007,truck,full-size,white,automatic,gas,rwd,10,46463,good,clean,pa,scranton / wilkes-barre
1266102,2021-05-04T21:53:37-0500,ford,escape,2010,SUV,full-size,blue,automatic,gas,4wd,4,140000,excellent,clean,wi,milwaukee
455283,2021-04-28T16:38:50-0400,mini,cooper s,2012,sedan,compact,blue,automatic,gas,4wd,4,138966,excellent,clean,in,indianapolis
1253733,2021-04-08T09:28:15-0500,honda,cr-v,2014,SUV,mid-size,blue,automatic,gas,4wd,4,79200,excellent,clean,wi,green bay
752100,2021-04-24T12:27:40-0400,bmw,430i xdrive gran coup,2019,hatchback,compact,black,automatic,gas,4wd,4,28000,like new,rebuilt,nj,central NJ
739449,2021-05-04T10:50:54-0700,mazda,3 i touring,2012,sedan,mid-size,grey,automatic,gas,fwd,4,114200,excellent,clean,nv,las vegas
88164,2021-04-11T10:37:52-0700,ford,f250 xlt,1996,pickup,full-size,white,automatic,diesel,rwd,8,101052,excellent,clean,ca,humboldt county
193545,2021-04-28T17:41:07-0700,ford,mustang gt,2020,coupe,compact,white,automatic,gas,rwd,8,9474,excellent,clean,ca,stockton
889059,2021-04-24T11:50:26-0400,ford,expedition limited 4x4,2003,SUV,full-size,white,automatic,gas,4wd,8,191000,like new,clean,oh,columbus
589380,2021-05-03T14:57:08-0400,ram,1500 sport,2016,pickup,full-size,black,automatic,gas,4wd,8,87000,good,clean,mi,detroit metro
1278750,2021-04-05T11:44:37-0500,jaguar,xj6,1983,sedan,full-size,silver,automatic,gas,rwd,6,72000,excellent,clean,wi,wausau
820887,2021-04-25T08:58:18-0400,lexus,es 330,2005,sedan,mid-size,black,automatic,gas,fwd,6,60001,good,clean,ny,long island
1250361,2021-04-12T14:34:44-0500,toyota,camry xle,2011,sedan,mid-size,grey,automatic,gas,fwd,4,115473,good,clean,wi,eau claire
985980,2021-04-19T11:47:40-0400,ford,fusion se,2016,sedan,mid-size,custom,automatic,gas,fwd,4,85492,good,clean,pa,erie
829449,2021-05-01T17:20:10-0400,mercedes-benz,benz e350 4matic,2015,sedan,full-size,black,automatic,gas,4wd,6,91000,like new,clean,ny,new york city
1112868,2021-04-30T18:49:01-0500,honda,fit,2017,hatchback,mid-size,silver,manual,gas,fwd,4,97000,like new,rebuilt,tx,dallas / fort worth
511833,2021-04-14T14:58:50-0500,ford,transit,2019,van,full-size,white,automatic,gas,rwd,6,31020,like new,clean,ky,bowling green
867033,2021-04-20T22:07:17-0400,chrysler,crossfire,2005,coupe,compact,white,automatic,gas,rwd,6,164000,like new,clean,oh,chillicothe
751164,2021-04-27T12:35:55-0400,acura,tl,2005,sedan,full-size,silver,automatic,gas,fwd,6,160581,like new,clean,nj,central NJ
927549,2021-04-23T10:00:31-0500,chevrolet,silverado 2500hd,2009,truck,full-size,white,automatic,diesel,4wd,8,189136,good,clean,ok,tulsa
775473,2021-04-12T11:52:21-0400,kia,soul,2010,wagon,mid-size,red,automatic,gas,fwd,4,134000,good,clean,nj,south jersey
754257,2021-04-19T13:56:00-0400,honda,accord,2008,sedan,full-size,black,automatic,gas,fwd,6,81544,good,clean,nj,central NJ
1055784,2021-04-26T14:06:49-0400,chevrolet,silverado 1500,2008,truck,full-size,red,automatic,gas,4wd,8,187748,excellent,clean,tn,chattanooga
1054047,2021-04-10T13:50:16-0500,pontiac,grand prix,2003,sedan,compact,brown,automatic,gas,fwd,3,170000,good,clean,sd,sioux falls / SE SD
956571,2021-04-16T13:00:42-0700,bmw,645ci convertible,2005,convertible,mid-size,silver,automatic,gas,rwd,8,118115,excellent,clean,or,klamath falls
1164714,2021-04-15T14:39:39-0400,toyota,highlander,2016,SUV,mid-size,black,automatic,gas,4wd,6,53563,excellent,clean,vt,vermont
212142,2021-04-26T11:18:33-0700,honda,civic ngv w/navi,2012,sedan,compact,grey,automatic,other,fwd,4,65728,excellent,clean,ca,yuba-sutter
894741,2021-05-01T12:54:01-0400,subaru,crosstrek,2013,SUV,mid-size,silver,automatic,gas,fwd,4,260000,fair,clean,oh,dayton / springfield
454935,2021-04-30T08:19:51-0400,volkswagen,routan se,2012,mini-van,full-size,grey,automatic,gas,fwd,6,146081,excellent,clean,in,indianapolis
370125,2021-04-30T12:48:49-0400,dodge,charger pursuit 5.7l v8,2013,sedan,full-size,blue,automatic,gas,rwd,8,76000,excellent,clean,ga,atlanta
750069,2021-04-29T21:21:11-0400,acura,tl,2011,sedan,compact,grey,automatic,gas,fwd,6,116236,excellent,clean,nj,central NJ
1145862,2021-04-25T13:17:50-0500,ford,e250 cargo van,1998,van,full-size,blue,automatic,gas,fwd,8,195000,good,clean,tx,san antonio
604320,2021-04-24T10:37:02-0400,gmc,yukon xl2500,2004,SUV,full-size,silver,automatic,gas,4wd,8,324000,fair,clean,mi,grand rapids
481686,2021-05-01T09:13:18-0500,ford,f-150,2006,truck,full-size,silver,automatic,gas,rwd,6,80000,excellent,clean,ia,omaha / council bluffs
537498,2021-04-25T07:09:09-0400,chrysler,300,2013,sedan,mid-size,red,automatic,gas,4wd,6,30000,like new,clean,me,maine
1162674,2021-04-25T09:50:32-0400,chevrolet,silverado 2500hd,2004,pickup,full-size,grey,automatic,gas,4wd,8,153000,good,clean,vt,vermont
287802,2021-04-17T00:30:32-0400,cadillac,escalade 2wd,2003,SUV,full-size,red,automatic,gas,rwd,8,211500,fair,clean,fl,ft myers / SW florida
264267,2021-05-04T16:24:23-0400,nissan,altima 2.5 s,2006,sedan,compact,black,automatic,gas,fwd,4,101000,good,clean,dc,"washington, DC"
358608,2021-04-30T10:00:44-0400,chevrolet,suburban premier,2017,SUV,full-size,silver,automatic,gas,rwd,8,116788,excellent,clean,fl,treasure coast
1167552,2021-04-05T10:25:17-0400,nissan,rogue s,2018,SUV,mid-size,grey,automatic,gas,4wd,4,25122,excellent,clean,vt,vermont
1023843,2021-04-19T12:30:32-0400,ford,f-150,2013,pickup,full-size,blue,automatic,gas,4wd,6,118000,excellent,clean,pa,york
1026456,2021-04-29T21:06:28-0400,nissan,rogue,2008,SUV,full-size,grey,automatic,gas,4wd,4,104000,excellent,clean,ri,rhode island
263514,2021-04-23T13:38:30-0400,jeep,wrangler unlimited,2008,SUV,full-size,red,manual,gas,4wd,6,82170,excellent,clean,ct,northwest CT
280758,2021-04-05T10:06:55-0400,toyota,camry le,2011,sedan,mid-size,black,automatic,gas,fwd,4,174986,good,clean,fl,daytona beach
1001649,2021-04-26T08:46:38-0400,honda,civic,2013,coupe,full-size,silver,automatic,gas,fwd,4,78980,good,clean,pa,philadelphia
175350,2021-04-10T07:39:08-0700,ford,f350 super duty,2006,truck,full-size,white,automatic,diesel,rwd,8,79000,excellent,clean,ca,san luis obispo
588600,2021-05-04T11:00:40-0400,chevrolet,equinox,2007,SUV,mid-size,purple,automatic,gas,fwd,6,168259,excellent,clean,mi,detroit metro
740370,2021-05-03T11:05:44-0700,ford,econoline,2004,van,full-size,white,automatic,gas,rwd,8,83421,good,clean,nv,las vegas
589977,2021-05-03T11:33:05-0400,gmc,sierra,2013,truck,full-size,black,automatic,gas,4wd,8,130000,good,clean,mi,detroit metro
151578,2021-04-23T18:53:55-0700,ford,focus se,2012,sedan,compact,silver,automatic,gas,fwd,4,99000,like new,clean,ca,reno / tahoe
851580,2021-04-30T14:07:10-0400,honda,cr-v,2006,SUV,mid-size,red,automatic,gas,4wd,4,144000,excellent,clean,nh,new hampshire
564465,2021-04-27T19:17:29-0400,dodge,charger,2009,sedan,full-size,white,automatic,gas,rwd,6,111000,good,clean,ma,boston
1008798,2021-04-29T10:44:01-0400,porsche,cayenne,2005,SUV,full-size,custom,automatic,gas,4wd,8,162052,good,clean,pa,pittsburgh
352119,2021-05-01T14:06:51-0400,ford,f250 super duty,2008,pickup,full-size,white,automatic,diesel,rwd,8,145000,excellent,clean,fl,tampa bay area
1207383,2021-05-03T13:16:57-0700,chevrolet,cruze,2014,sedan,compact,white,automatic,gas,fwd,6,99864,like new,clean,wa,kennewick-pasco-richland
1009209,2021-04-28T12:25:30-0400,ford,expedition platinum 4x4 gas,2017,SUV,full-size,white,automatic,gas,4wd,6,72849,excellent,rebuilt,pa,pittsburgh
453450,2021-04-08T03:51:12-0400,nissan,frontier king cab,2002,pickup,mid-size,brown,automatic,gas,rwd,6,173000,good,clean,in,fort wayne
1273011,2021-04-20T13:33:16-0500,nissan,rogue,2016,SUV,full-size,white,automatic,gas,4wd,4,46585,excellent,rebuilt,wi,milwaukee
1167537,2021-04-05T10:30:35-0400,subaru,legacy 2.5i,2018,sedan,mid-size,silver,automatic,gas,4wd,4,32069,excellent,clean,vt,vermont
377709,2021-04-16T22:10:50-0400,subaru,outback,2003,wagon,mid-size,blue,manual,gas,4wd,4,166000,excellent,clean,ga,macon / warner robins
889233,2021-04-23T22:12:34-0400,ford,transit 150,2017,van,full-size,white,automatic,gas,rwd,6,113617,excellent,clean,oh,columbus
1158609,2021-04-14T16:38:37-0600,mitsubishi,fuso fe,2014,truck,full-size,white,automatic,diesel,rwd,4,117851,good,clean,ut,salt lake city
1039002,2021-04-06T00:13:25-0400,chevrolet,express van,1999,van,full-size,brown,automatic,gas,rwd,8,278000,fair,clean,sc,columbia
915051,2021-04-30T10:40:37-0500,toyota,tundra 2wd truck,2013,truck,full-size,black,automatic,gas,rwd,8,147666,excellent,clean,ok,oklahoma city
634569,2021-05-02T17:18:04-0500,ford,f-250,2002,truck,mid-size,silver,automatic,diesel,4wd,8,288000,good,clean,mn,duluth / superior
545445,2021-04-27T19:24:35-0400,cadillac,srx,2015,SUV,mid-size,brown,automatic,gas,fwd,6,41130,excellent,clean,md,baltimore
1006068,2021-04-15T18:29:24-0400,chrysler,town and country,2013,mini-van,full-size,black,automatic,gas,4wd,4,129817,excellent,clean,pa,philadelphia
904845,2021-05-02T07:43:18-0400,dodge,grand caravan,2012,mini-van,full-size,blue,automatic,gas,fwd,6,131730,good,clean,oh,toledo
710835,2021-04-29T15:51:51-0400,toyota,camry,2011,sedan,full-size,grey,automatic,gas,fwd,4,177225,excellent,clean,nc,greensboro
172236,2021-05-01T10:41:57-0700,nissan,murano 2wd 4dr sl,2009,SUV,full-size,grey,automatic,gas,rwd,6,155900,excellent,clean,ca,san luis obispo
1018170,2021-05-01T07:11:32-0400,jeep,liberty sport,2008,SUV,mid-size,silver,automatic,gas,4wd,6,155000,good,clean,pa,scranton / wilkes-barre
271470,2021-04-28T10:21:55-0400,acura,tsx w/tech,2009,sedan,full-size,blue,automatic,gas,fwd,4,214021,excellent,clean,dc,"washington, DC"
753075,2021-04-22T01:24:42-0400,ford,f350 super duty diesel,2004,pickup,full-size,green,automatic,diesel,rwd,8,109000,excellent,clean,nj,central NJ
784767,2021-04-22T10:03:26-0600,ford,focus se,2015,hatchback,compact,silver,automatic,gas,fwd,4,42535,like new,clean,nm,albuquerque
809205,2021-04-05T16:48:10-0400,honda,odyssey ex-l,2012,mini-van,mid-size,black,automatic,gas,fwd,6,64936,like new,clean,ny,glens falls
1254141,2021-05-03T09:42:32-0500,honda,pilot ex-l,2014,SUV,full-size,red,automatic,gas,fwd,6,35667,excellent,clean,wi,janesville
1164903,2021-04-15T08:38:54-0400,subaru,legacy 2.5i premium,2015,sedan,mid-size,white,automatic,gas,4wd,4,92182,excellent,clean,vt,vermont
1146861,2021-04-23T17:17:18-0500,chevrolet,avalanche,2002,truck,mid-size,blue,automatic,gas,rwd,8,161000,good,clean,tx,san antonio
20901,2021-04-15T16:41:05-0800,nissan,altima s 2.5,2018,sedan,mid-size,black,automatic,gas,fwd,4,21713,excellent,clean,ak,anchorage / mat-su
1151385,2021-04-13T14:55:18-0500,toyota,4runner,2011,SUV,full-size,grey,automatic,gas,rwd,6,153218,good,clean,tx,tyler / east TX
484695,2021-04-25T12:47:45-0500,gmc,sierra 1500,1999,truck,full-size,white,automatic,gas,4wd,8,92800,excellent,clean,ia,omaha / council bluffs
504348,2021-05-02T19:22:44-0500,chrysler,tc by maserati,1991,convertible,full-size,black,automatic,gas,fwd,4,25116,like new,clean,ks,topeka
264276,2021-05-04T16:19:43-0400,honda,civic,2007,coupe,compact,brown,automatic,gas,fwd,4,134000,excellent,clean,dc,"washington, DC"
388983,2021-04-29T10:55:16-1000,acura,tlx 3.5l v6,2018,sedan,full-size,black,automatic,gas,fwd,6,22026,excellent,clean,hi,hawaii
921840,2021-04-13T12:27:33-0500,mazda,mazda3,2017,sedan,full-size,white,automatic,gas,fwd,4,63000,excellent,clean,ok,oklahoma city
731766,2021-04-09T17:06:57-0400,jeep,compass limited 4x4,2007,SUV,mid-size,white,automatic,gas,4wd,6,299686,excellent,clean,nc,wilmington
1144371,2021-04-27T22:03:59-0500,mercedes-benz,300ce,1990,coupe,full-size,black,automatic,gas,rwd,6,130000,excellent,clean,tx,san antonio
689919,2021-05-03T10:04:59-0400,nissan,rogue sl awd,2011,SUV,mid-size,black,automatic,gas,4wd,4,130337,excellent,clean,nc,asheville
694827,2021-05-04T18:00:36-0400,jeep,wrangler rubicon,2014,SUV,full-size,silver,manual,gas,4wd,6,110260,excellent,clean,nc,charlotte
889074,2021-04-24T11:46:16-0400,saturn,sc2,2002,coupe,mid-size,orange,automatic,gas,fwd,4,64000,like new,clean,oh,columbus
27966,2021-04-04T14:59:29-0700,toyota,sienna xle limited,2006,van,mid-size,brown,manual,gas,fwd,6,168000,good,clean,az,flagstaff / sedona
624120,2021-04-13T14:08:03-0400,gmc,sierra 2500hd,2015,truck,full-size,white,automatic,diesel,4wd,8,180600,good,clean,mi,northern michigan
360843,2021-04-10T14:18:37-0400,ford,f-150 xlt 4x4,2013,pickup,full-size,black,automatic,gas,4wd,6,92958,excellent,clean,fl,treasure coast
1264335,2021-04-13T16:55:12-0500,chevrolet,silverado 2500hd,2014,truck,full-size,silver,automatic,diesel,4wd,8,175470,good,clean,wi,madison
1091574,2021-05-03T11:46:23-0500,mitsubishi,montero,2003,SUV,full-size,brown,automatic,gas,4wd,6,162129,excellent,clean,tx,austin
553386,2021-05-04T18:07:16-0400,honda,accord,2007,sedan,compact,grey,automatic,gas,fwd,4,170177,good,clean,md,frederick
307101,2021-04-30T14:27:42-0400,ford,focus,2009,sedan,compact,blue,automatic,gas,fwd,4,197963,good,clean,fl,ocala
865338,2021-04-04T12:15:31-0400,toyota,hilux,1990,truck,full-size,grey,manual,diesel,4wd,4,72000,new,clean,oh,akron / canton
601695,2021-04-30T20:46:26-0400,chevrolet,camaro,1988,convertible,mid-size,white,automatic,gas,rwd,8,95637,excellent,clean,mi,grand rapids
200757,2021-05-01T08:01:09-0700,toyota,yaris le,2012,sedan,mid-size,silver,automatic,gas,fwd,4,123200,good,clean,ca,ventura county
998856,2021-05-01T13:02:36-0400,lincoln,mkz 4dr sdn awd,2016,sedan,full-size,white,manual,gas,4wd,4,37065,like new,clean,pa,philadelphia
